"REF_DATE","GEO","DGUID","Custodial and community supervision","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017/2018","Quebec","2016A000224","Total community supervision count","Persons","249","units","0","v32164171","5.7","","..","","","1"
"2017/2018","Quebec","2016A000224","Probation, community supervision","Persons","249","units","0","v32164172","5.8","","..","","","1"
"2017/2018","Quebec","2016A000224","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164173","5.9","","..","","","1"
"2017/2018","Quebec","2016A000224","Deferred custody, community supervision","Persons","249","units","0","v32164174","5.10","","..","","","1"
"2017/2018","Quebec","2016A000224","Intensive support and supervision, community supervision","Persons","249","units","0","v32164175","5.11","","..","","","1"
"2017/2018","Quebec","2016A000224","Probation rate per 10,000 young persons","Rate","257","units","0","v32164176","5.12","","..","","","2"
"2017/2018","Ontario","2016A000235","Total actual-in count","Persons","249","units","0","v32164177","6.1","275.3","","","","1"
"2017/2018","Ontario","2016A000235","Total sentenced custody, actual-in count","Persons","249","units","0","v32164178","6.2","83.5","","","","1"
"2017/2018","Ontario","2016A000235","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164179","6.3","47.5","","","","1"
"2017/2018","Ontario","2016A000235","Sentenced open custody, actual-in count","Persons","249","units","0","v32164180","6.4","35.9","","","","1"
"2017/2018","Ontario","2016A000235","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164181","6.5","191.8","","","","1"
"2017/2018","Ontario","2016A000235","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164182","6.6","2.91","","","","2"
"2017/2018","Ontario","2016A000235","Total community supervision count","Persons","249","units","0","v32164183","6.7","2477.6","","","","1"
"2017/2018","Ontario","2016A000235","Probation, community supervision","Persons","249","units","0","v32164184","6.8","2350.2","","","","1"
"2017/2018","Ontario","2016A000235","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164185","6.9","61.3","","","","1"
"2017/2018","Ontario","2016A000235","Deferred custody, community supervision","Persons","249","units","0","v32164186","6.10","29.3","","","","1"
"2017/2018","Ontario","2016A000235","Intensive support and supervision, community supervision","Persons","249","units","0","v44182193","6.11","36.8","","","","1"
"2017/2018","Ontario","2016A000235","Probation rate per 10,000 young persons","Rate","257","units","0","v32164187","6.12","24.82","","","","2"
"2017/2018","Manitoba","2016A000246","Total actual-in count","Persons","249","units","0","v32164188","7.1","185.1","","","","1"
"2017/2018","Manitoba","2016A000246","Total sentenced custody, actual-in count","Persons","249","units","0","v32164189","7.2","74.7","","","","1"
"2017/2018","Manitoba","2016A000246","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164190","7.3","41.1","","","","1"
"2017/2018","Manitoba","2016A000246","Sentenced open custody, actual-in count","Persons","249","units","0","v32164191","7.4","33.6","","","","1"
"2017/2018","Manitoba","2016A000246","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164192","7.5","99.2","","","","1"
"2017/2018","Manitoba","2016A000246","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164193","7.6","18.59","","","","2"
"2017/2018","Manitoba","2016A000246","Total community supervision count","Persons","249","units","0","v32164194","7.7","1204.3","","","","1"
"2017/2018","Manitoba","2016A000246","Probation, community supervision","Persons","249","units","0","v32164195","7.8","1119.5","","","","1"
"2017/2018","Manitoba","2016A000246","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164196","7.9","55.4","","","","1"
"2017/2018","Manitoba","2016A000246","Deferred custody, community supervision","Persons","249","units","0","v32164197","7.10","29.3","","","","1"
"2017/2018","Manitoba","2016A000246","Intensive support and supervision, community supervision","Persons","249","units","0","v1064169811","7.11","","..","","","1"
"2017/2018","Manitoba","2016A000246","Probation rate per 10,000 young persons","Rate","257","units","0","v32164198","7.12","112.45","","","","2"
"2017/2018","Saskatchewan","2016A000247","Total actual-in count","Persons","249","units","0","v32164199","8.1","133.3","","","","1"
"2017/2018","Saskatchewan","2016A000247","Total sentenced custody, actual-in count","Persons","249","units","0","v32164200","8.2","86.5","","","","1"
"2017/2018","Saskatchewan","2016A000247","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164201","8.3","43.7","","","","1"
"2017/2018","Saskatchewan","2016A000247","Sentenced open custody, actual-in count","Persons","249","units","0","v32164202","8.4","42.8","","","","1"
"2017/2018","Saskatchewan","2016A000247","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164203","8.5","46.6","","","","1"
"2017/2018","Saskatchewan","2016A000247","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164204","8.6","15.92","","","","2"
"2017/2018","Saskatchewan","2016A000247","Total community supervision count","Persons","249","units","0","v32164205","8.7","1007.2","","","","1"
"2017/2018","Saskatchewan","2016A000247","Probation, community supervision","Persons","249","units","0","v32164206","8.8","910.8","","","","1"
"2017/2018","Saskatchewan","2016A000247","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164207","8.9","40.3","","","","1"
"2017/2018","Saskatchewan","2016A000247","Deferred custody, community supervision","Persons","249","units","0","v32164208","8.10","56.1","","","","1"
"2017/2018","Saskatchewan","2016A000247","Intensive support and supervision, community supervision","Persons","249","units","0","v1064169812","8.11","","..","","","1"
"2017/2018","Saskatchewan","2016A000247","Probation rate per 10,000 young persons","Rate","257","units","0","v32164209","8.12","108.82","","","","2"
"2017/2018","Alberta","2016A000248","Total actual-in count","Persons","249","units","0","v32164210","9.1","90.6","","","","1"
"2017/2018","Alberta","2016A000248","Total sentenced custody, actual-in count","Persons","249","units","0","v32164211","9.2","24.3","","","","1"
"2017/2018","Alberta","2016A000248","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164212","9.3","20.7","","","","1"
"2017/2018","Alberta","2016A000248","Sentenced open custody, actual-in count","Persons","249","units","0","v32164213","9.4","3.6","","","","1"
"2017/2018","Alberta","2016A000248","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164214","9.5","63.7","","","","1"
"2017/2018","Alberta","2016A000248","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164215","9.6","3.07","","","","2"
"2017/2018","Alberta","2016A000248","Total community supervision count","Persons","249","units","0","v32164216","9.7","914.3","","","","1"
"2017/2018","Alberta","2016A000248","Probation, community supervision","Persons","249","units","0","v32164217","9.8","824.5","","","","1"
"2017/2018","Alberta","2016A000248","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164218","9.9","47.8","","","","1"
"2017/2018","Alberta","2016A000248","Deferred custody, community supervision","Persons","249","units","0","v32164219","9.10","35.7","","","","1"
"2017/2018","Alberta","2016A000248","Intensive support and supervision, community supervision","Persons","249","units","0","v32164220","9.11","6.3","","","","1"
"2017/2018","Alberta","2016A000248","Probation rate per 10,000 young persons","Rate","257","units","0","v32164221","9.12","27.97","","","","2"
"2017/2018","British Columbia","2016A000259","Total actual-in count","Persons","249","units","0","v32164222","10.1","49.2","","","","1"
"2017/2018","British Columbia","2016A000259","Total sentenced custody, actual-in count","Persons","249","units","0","v32164223","10.2","13.7","","","","1"
"2017/2018","British Columbia","2016A000259","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164224","10.3","8.2","","","","1"
"2017/2018","British Columbia","2016A000259","Sentenced open custody, actual-in count","Persons","249","units","0","v32164225","10.4","5.4","","","","1"
"2017/2018","British Columbia","2016A000259","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164226","10.5","34.6","","","","1"
"2017/2018","British Columbia","2016A000259","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164227","10.6","1.64","","","","2"
"2017/2018","British Columbia","2016A000259","Total community supervision count","Persons","249","units","0","v32164228","10.7","417.5","","","","1"
"2017/2018","British Columbia","2016A000259","Probation, community supervision","Persons","249","units","0","v32164229","10.8","221.8","","","","1"
"2017/2018","British Columbia","2016A000259","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164230","10.9","8.2","","","","1"
"2017/2018","British Columbia","2016A000259","Deferred custody, community supervision","Persons","249","units","0","v32164231","10.10","24.0","","","","1"
"2017/2018","British Columbia","2016A000259","Intensive support and supervision, community supervision","Persons","249","units","0","v32164232","10.11","163.3","","","","1"
"2017/2018","British Columbia","2016A000259","Probation rate per 10,000 young persons","Rate","257","units","0","v32164233","10.12","7.40","","","","2"
"2017/2018","Yukon","2016A000260","Total actual-in count","Persons","249","units","0","v32164234","11.1","2.7","","","","1"
"2017/2018","Yukon","2016A000260","Total sentenced custody, actual-in count","Persons","249","units","0","v32164235","11.2","2.0","","","","1"
"2017/2018","Yukon","2016A000260","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164236","11.3","1.4","","","","1"
"2017/2018","Yukon","2016A000260","Sentenced open custody, actual-in count","Persons","249","units","0","v32164237","11.4","0.6","","","","1"
"2017/2018","Yukon","2016A000260","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164238","11.5","0.7","","","","1"
"2017/2018","Yukon","2016A000260","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164239","11.6","10.94","","","","2"
"2017/2018","Yukon","2016A000260","Total community supervision count","Persons","249","units","0","v32164240","11.7","4.5","","","","1"
"2017/2018","Yukon","2016A000260","Probation, community supervision","Persons","249","units","0","v32164241","11.8","2.3","","","","1"
"2017/2018","Yukon","2016A000260","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164242","11.9","1.3","","","","1"
