REF_DATE,GEO,DGUID,Admissions and releases,Correctional services,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2013/2014,British Columbia,2016A000259,Youth admissions,Custody and supervision (open),Number,223,units,0,v32445892,13.1.8,,..,,t,0
2013/2014,British Columbia,2016A000259,Youth admissions,Young Offenders Act (YOA) (open),Number,223,units,0,v41551947,13.1.9,,..,,t,0
2013/2014,British Columbia,2016A000259,Youth admissions,Total community sentences,Number,223,units,0,v32445893,13.1.10,3573,,,,0
2013/2014,British Columbia,2016A000259,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v41551948,13.1.11,190,,,,0
2013/2014,British Columbia,2016A000259,Youth admissions,Intensive support and supervision,Number,223,units,0,v41551949,13.1.12,190,,,,0
2013/2014,British Columbia,2016A000259,Youth admissions,Deferred custody and supervision,Number,223,units,0,v41551950,13.1.13,149,,,,0
2013/2014,British Columbia,2016A000259,Youth admissions,Supervised probation,Number,223,units,0,v32445894,13.1.14,810,,,,0
2013/2014,British Columbia,2016A000259,Youth admissions,Other community sentences,Number,223,units,0,v41444280,13.1.15,2234,,,,0
2013/2014,British Columbia,2016A000259,Youth releases,Total correctional services,Number,223,units,0,v32445895,13.2.1,5003,,,,0
2013/2014,British Columbia,2016A000259,Youth releases,Pre-trial detention,Number,223,units,0,v32445896,13.2.2,830,,,,0
2013/2014,British Columbia,2016A000259,Youth releases,Provincial director remand,Number,223,units,0,v41551951,13.2.3,84,,,,0
2013/2014,British Columbia,2016A000259,Youth releases,Secure custody,Number,223,units,0,v32445897,13.2.4,71,,,,0
2013/2014,British Columbia,2016A000259,Youth releases,Custody and supervision (secure),Number,223,units,0,v32445898,13.2.5,,..,,t,0
2013/2014,British Columbia,2016A000259,Youth releases,Young Offenders Act (YOA) (secure),Number,223,units,0,v41551952,13.2.6,,..,,t,0
2013/2014,British Columbia,2016A000259,Youth releases,Open custody,Number,223,units,0,v32445899,13.2.7,179,,,,0
2013/2014,British Columbia,2016A000259,Youth releases,Custody and supervision (open),Number,223,units,0,v32445900,13.2.8,,..,,t,0
2013/2014,British Columbia,2016A000259,Youth releases,Young Offenders Act (YOA) (open),Number,223,units,0,v41551953,13.2.9,,..,,t,0
2013/2014,British Columbia,2016A000259,Youth releases,Total community sentences,Number,223,units,0,v32445901,13.2.10,3839,,,,0
2013/2014,British Columbia,2016A000259,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v41551954,13.2.11,187,,,,0
2013/2014,British Columbia,2016A000259,Youth releases,Intensive support and supervision,Number,223,units,0,v41551955,13.2.12,229,,,,0
2013/2014,British Columbia,2016A000259,Youth releases,Deferred custody and supervision,Number,223,units,0,v41551956,13.2.13,166,,,,0
2013/2014,British Columbia,2016A000259,Youth releases,Supervised probation,Number,223,units,0,v32445902,13.2.14,907,,,,0
2013/2014,British Columbia,2016A000259,Youth releases,Other community sentences,Number,223,units,0,v41444281,13.2.15,2350,,,,0
2013/2014,Yukon,2016A000260,Youth admissions,Total correctional services,Number,223,units,0,v32445903,14.1.1,103,,,,0
2013/2014,Yukon,2016A000260,Youth admissions,Pre-trial detention,Number,223,units,0,v32445904,14.1.2,31,,,,0
2013/2014,Yukon,2016A000260,Youth admissions,Provincial director remand,Number,223,units,0,v43732564,14.1.3,10,,,,0
2013/2014,Yukon,2016A000260,Youth admissions,Secure custody,Number,223,units,0,v32445905,14.1.4,3,,,,0
2013/2014,Yukon,2016A000260,Youth admissions,Custody and supervision (secure),Number,223,units,0,v32445906,14.1.5,,..,,t,0
2013/2014,Yukon,2016A000260,Youth admissions,Young Offenders Act (YOA) (secure),Number,223,units,0,v43732565,14.1.6,,..,,t,0
2013/2014,Yukon,2016A000260,Youth admissions,Open custody,Number,223,units,0,v32445907,14.1.7,12,,,,0
2013/2014,Yukon,2016A000260,Youth admissions,Custody and supervision (open),Number,223,units,0,v32445908,14.1.8,,..,,t,0
2013/2014,Yukon,2016A000260,Youth admissions,Young Offenders Act (YOA) (open),Number,223,units,0,v43732566,14.1.9,,..,,t,0
2013/2014,Yukon,2016A000260,Youth admissions,Total community sentences,Number,223,units,0,v41444282,14.1.10,47,,,,0
2013/2014,Yukon,2016A000260,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v43732567,14.1.11,16,,,,0
2013/2014,Yukon,2016A000260,Youth admissions,Intensive support and supervision,Number,223,units,0,v41444283,14.1.12,0,,,,0
2013/2014,Yukon,2016A000260,Youth admissions,Deferred custody and supervision,Number,223,units,0,v43732568,14.1.13,1,,,,0
2013/2014,Yukon,2016A000260,Youth admissions,Supervised probation,Number,223,units,0,v32860963,14.1.14,18,,,,0
2013/2014,Yukon,2016A000260,Youth admissions,Other community sentences,Number,223,units,0,v43732569,14.1.15,12,,,,0
2013/2014,Yukon,2016A000260,Youth releases,Total correctional services,Number,223,units,0,v32445909,14.2.1,109,,,,0
2013/2014,Yukon,2016A000260,Youth releases,Pre-trial detention,Number,223,units,0,v32445910,14.2.2,34,,,,0
2013/2014,Yukon,2016A000260,Youth releases,Provincial director remand,Number,223,units,0,v43732570,14.2.3,10,,,,0
2013/2014,Yukon,2016A000260,Youth releases,Secure custody,Number,223,units,0,v32445911,14.2.4,3,,,,0
2013/2014,Yukon,2016A000260,Youth releases,Custody and supervision (secure),Number,223,units,0,v32445912,14.2.5,,..,,t,0
2013/2014,Yukon,2016A000260,Youth releases,Young Offenders Act (YOA) (secure),Number,223,units,0,v43732571,14.2.6,,..,,t,0
2013/2014,Yukon,2016A000260,Youth releases,Open custody,Number,223,units,0,v32445913,14.2.7,12,,,,0
2013/2014,Yukon,2016A000260,Youth releases,Custody and supervision (open),Number,223,units,0,v32445914,14.2.8,,..,,t,0
2013/2014,Yukon,2016A000260,Youth releases,Young Offenders Act (YOA) (open),Number,223,units,0,v43732572,14.2.9,,..,,t,0
2013/2014,Yukon,2016A000260,Youth releases,Total community sentences,Number,223,units,0,v43732573,14.2.10,50,,,,0
2013/2014,Yukon,2016A000260,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v43732574,14.2.11,16,,,,0
2013/2014,Yukon,2016A000260,Youth releases,Intensive support and supervision,Number,223,units,0,v43732575,14.2.12,0,,,,0
2013/2014,Yukon,2016A000260,Youth releases,Deferred custody and supervision,Number,223,units,0,v43732576,14.2.13,1,,,,0
2013/2014,Yukon,2016A000260,Youth releases,Supervised probation,Number,223,units,0,v43732577,14.2.14,22,,,,0
2013/2014,Yukon,2016A000260,Youth releases,Other community sentences,Number,223,units,0,v43732578,14.2.15,11,,,,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Total correctional services,Number,223,units,0,v32445923,16.1.1,121,,,,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Pre-trial detention,Number,223,units,0,v32445924,16.1.2,18,,,,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Provincial director remand,Number,223,units,0,v32445925,16.1.3,6,,,,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Secure custody,Number,223,units,0,v32445926,16.1.4,10,,,,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Custody and supervision (secure),Number,223,units,0,v32445927,16.1.5,,..,,t,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Young Offenders Act (YOA) (secure),Number,223,units,0,v32445928,16.1.6,,..,,t,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Open custody,Number,223,units,0,v32445929,16.1.7,10,,,,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Custody and supervision (open),Number,223,units,0,v32445930,16.1.8,,..,,t,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Young Offenders Act (YOA) (open),Number,223,units,0,v32445931,16.1.9,,..,,t,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Total community sentences,Number,223,units,0,v32445932,16.1.10,77,,,,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445933,16.1.11,9,,,,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445934,16.1.12,0,,,,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445935,16.1.13,10,,,,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Supervised probation,Number,223,units,0,v43732579,16.1.14,58,,,,0
2013/2014,Northwest Territories,2016A000261,Youth admissions,Other community sentences,Number,223,units,0,v32445936,16.1.15,0,,,,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Total correctional services,Number,223,units,0,v32445937,16.2.1,81,,,,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Pre-trial detention,Number,223,units,0,v32445938,16.2.2,20,,,,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Provincial director remand,Number,223,units,0,v43732580,16.2.3,4,,,,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Secure custody,Number,223,units,0,v32445939,16.2.4,1,,,,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Custody and supervision (secure),Number,223,units,0,v43732581,16.2.5,,..,,t,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Young Offenders Act (YOA) (secure),Number,223,units,0,v43732582,16.2.6,,..,,t,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Open custody,Number,223,units,0,v32445940,16.2.7,4,,,,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Custody and supervision (open),Number,223,units,0,v43732583,16.2.8,,..,,t,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Young Offenders Act (YOA) (open),Number,223,units,0,v43732584,16.2.9,,..,,t,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Total community sentences,Number,223,units,0,v52458554,16.2.10,52,,,,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v52458555,16.2.11,17,,,,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Intensive support and supervision,Number,223,units,0,v52458556,16.2.12,,..,,,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Deferred custody and supervision,Number,223,units,0,v52458557,16.2.13,4,,,,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Supervised probation,Number,223,units,0,v52458558,16.2.14,31,,,,0
2013/2014,Northwest Territories,2016A000261,Youth releases,Other community sentences,Number,223,units,0,v52458559,16.2.15,,..,,,0
2013/2014,Nunavut,2016A000262,Youth admissions,Total correctional services,Number,223,units,0,v32445941,17.1.1,79,,,,0
2013/2014,Nunavut,2016A000262,Youth admissions,Pre-trial detention,Number,223,units,0,v32445942,17.1.2,18,,,,0
2013/2014,Nunavut,2016A000262,Youth admissions,Provincial director remand,Number,223,units,0,v43732585,17.1.3,,..,,,0
2013/2014,Nunavut,2016A000262,Youth admissions,Secure custody,Number,223,units,0,v32445943,17.1.4,12,,,,0
2013/2014,Nunavut,2016A000262,Youth admissions,Custody and supervision (secure),Number,223,units,0,v32445944,17.1.5,,..,,t,0
2013/2014,Nunavut,2016A000262,Youth admissions,Young Offenders Act (YOA) (secure),Number,223,units,0,v32445945,17.1.6,,..,,t,0
2013/2014,Nunavut,2016A000262,Youth admissions,Open custody,Number,223,units,0,v32445946,17.1.7,11,,,,0
2013/2014,Nunavut,2016A000262,Youth admissions,Custody and supervision (open),Number,223,units,0,v32445947,17.1.8,,..,,t,0
2013/2014,Nunavut,2016A000262,Youth admissions,Young Offenders Act (YOA) (open),Number,223,units,0,v32445948,17.1.9,,..,,t,0
2013/2014,Nunavut,2016A000262,Youth admissions,Total community sentences,Number,223,units,0,v32445949,17.1.10,38,,,,0
2013/2014,Nunavut,2016A000262,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445950,17.1.11,0,,,,0
2013/2014,Nunavut,2016A000262,Youth admissions,Intensive support and supervision,Number,223,units,0,v43732586,17.1.12,,..,,,0
2013/2014,Nunavut,2016A000262,Youth admissions,Deferred custody and supervision,Number,223,units,0,v43732587,17.1.13,0,,,,0
2013/2014,Nunavut,2016A000262,Youth admissions,Supervised probation,Number,223,units,0,v43732588,17.1.14,34,,,,0
2013/2014,Nunavut,2016A000262,Youth admissions,Other community sentences,Number,223,units,0,v43732589,17.1.15,4,,,,0
2013/2014,Nunavut,2016A000262,Youth releases,Total correctional services,Number,223,units,0,v32445951,17.2.1,59,,,,0
2013/2014,Nunavut,2016A000262,Youth releases,Pre-trial detention,Number,223,units,0,v32445952,17.2.2,9,,,,0
2013/2014,Nunavut,2016A000262,Youth releases,Provincial director remand,Number,223,units,0,v43732590,17.2.3,,..,,,0
2013/2014,Nunavut,2016A000262,Youth releases,Secure custody,Number,223,units,0,v32445953,17.2.4,2,,,,0
2013/2014,Nunavut,2016A000262,Youth releases,Custody and supervision (secure),Number,223,units,0,v32445954,17.2.5,,..,,t,0
2013/2014,Nunavut,2016A000262,Youth releases,Young Offenders Act (YOA) (secure),Number,223,units,0,v32445955,17.2.6,,..,,t,0
2013/2014,Nunavut,2016A000262,Youth releases,Open custody,Number,223,units,0,v32445956,17.2.7,5,,,,0
2013/2014,Nunavut,2016A000262,Youth releases,Custody and supervision (open),Number,223,units,0,v32445957,17.2.8,,..,,t,0
2013/2014,Nunavut,2016A000262,Youth releases,Young Offenders Act (YOA) (open),Number,223,units,0,v32445958,17.2.9,,..,,t,0
2013/2014,Nunavut,2016A000262,Youth releases,Total community sentences,Number,223,units,0,v32445959,17.2.10,43,,,,0
2013/2014,Nunavut,2016A000262,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445960,17.2.11,1,,,,0
2013/2014,Nunavut,2016A000262,Youth releases,Intensive support and supervision,Number,223,units,0,v43732591,17.2.12,,..,,,0
2013/2014,Nunavut,2016A000262,Youth releases,Deferred custody and supervision,Number,223,units,0,v43732592,17.2.13,0,,,,0
2013/2014,Nunavut,2016A000262,Youth releases,Supervised probation,Number,223,units,0,v43732593,17.2.14,39,,,,0
2013/2014,Nunavut,2016A000262,Youth releases,Other community sentences,Number,223,units,0,v43732594,17.2.15,3,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth admissions,Total correctional services,Number,223,units,0,v32445599,1.1.1,17752,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth admissions,Pre-trial detention,Number,223,units,0,v32445600,1.1.2,6365,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth admissions,Provincial director remand,Number,223,units,0,v32445601,1.1.3,337,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth admissions,Secure custody,Number,223,units,0,v32445602,1.1.4,589,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth admissions,Open custody,Number,223,units,0,v32445605,1.1.7,718,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth admissions,Total community sentences,Number,223,units,0,v32445608,1.1.10,9743,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445609,1.1.11,1181,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445610,1.1.12,196,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445611,1.1.13,502,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth admissions,Supervised probation,Number,223,units,0,v32445612,1.1.14,4854,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth admissions,Other community sentences,Number,223,units,0,v32445613,1.1.15,3010,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth releases,Total correctional services,Number,223,units,0,v32445614,1.2.1,19438,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth releases,Pre-trial detention,Number,223,units,0,v32445615,1.2.2,6290,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth releases,Provincial director remand,Number,223,units,0,v32445616,1.2.3,341,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth releases,Secure custody,Number,223,units,0,v32445617,1.2.4,581,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth releases,Open custody,Number,223,units,0,v32445620,1.2.7,711,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth releases,Total community sentences,Number,223,units,0,v32445623,1.2.10,11515,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445624,1.2.11,1201,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth releases,Intensive support and supervision,Number,223,units,0,v32445625,1.2.12,217,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth releases,Deferred custody and supervision,Number,223,units,0,v32445626,1.2.13,544,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth releases,Supervised probation,Number,223,units,0,v32445627,1.2.14,6173,,,,0
2014/2015,Provinces and territories,2016A000011124,Youth releases,Other community sentences,Number,223,units,0,v32445628,1.2.15,3380,,,,0
2014/2015,Newfoundland and Labrador,2016A000210,Youth admissions,Total correctional services,Number,223,units,0,v32445629,2.1.1,258,,,,0
2014/2015,Newfoundland and Labrador,2016A000210,Youth admissions,Pre-trial detention,Number,223,units,0,v32445630,2.1.2,61,,,,0
2014/2015,Newfoundland and Labrador,2016A000210,Youth admissions,Provincial director remand,Number,223,units,0,v41444260,2.1.3,0,,,,0
